"SNF VBP Program Ranking","Footnote -- SNF VBP Program Ranking","CMS Certification Number (CCN)","Provider Name","Provider Address","City/Town","State","ZIP Code","Baseline Period: FY 2019 Risk-Standardized Readmission Rate","Footnote -- Baseline Period: FY 2019 Risk-Standardized Readmission Rate","Performance Period: FY 2023 Risk-Standardized Readmission Rate","Footnote -- Performance Period: FY 2023 Risk-Standardized Readmission Rate","Achievement Score","Footnote -- Achievement Score","Improvement Score","Footnote -- Improvement Score","Performance Score","Footnote -- Performance Score","Incentive Payment Multiplier","Footnote -- Incentive Payment Multiplier"
7099,,015403,"PALM GARDENS HEALTH AND REHABILITATION, LLC",3104 DAUPHIN SQUARE CONNECTOR,MOBILE,AL,36607,0.20622,,0.22966,,0.00000,,0.00000,,0.00000,,0.9802564842,
6548,,015408,"WALKER REHABILITATION CENTER, INC",350 NORTHEAST 4TH STREET,CARBON HILL,AL,35549,0.19958,,0.20620,,10.74874,,0.00000,,10.74874,,0.9807418219,
1430,,015411,SHELBY RIDGE NURSING HOME,881 3RD STREET NORTHEAST,ALABASTER,AL,35007,0.22820,,0.18557,,59.95892,,69.37195,,69.37195,,1.0134952009,
2808,,015416,ANDALUSIA MANOR,670 MOORE RD,ANDALUSIA,AL,36420,0.20942,,0.18911,,51.51471,,47.69850,,51.51471,,1.0006094616,
6609,,015417,CROWNE HEALTHCARE OF NORTH BALDWIN,2010 MEDICAL CENTER DRIVE,BAY MINETTE,AL,36507,0.23154,,0.22250,,0.00000,,9.90274,,9.90274,,0.9806827169,
5527,,015419,HARTFORD HEALTH CARE,217 TORO ROAD,HARTFORD,AL,36344,0.20530,,0.20160,,21.72144,,5.74956,,21.72144,,0.9821398046,
3564,,015420,CUMBERLAND HEALTH AND REHAB,47065 AL HIGHWAY 277,BRIDGEPORT,AL,35740,0.19738,,0.19267,,43.02279,,12.77358,,43.02279,,0.9927351205,
7099,,015422,TLC NURSING CENTER,212 ELLEN STREET,ONEONTA,AL,35121,0.22748,,0.23493,,0.00000,,0.00000,,0.00000,,0.9802564842,
7099,,015423,BROOKDALE UNIVERSITY PARK SNF (AL),501 UNIVERSITY PARK DRIVE,BIRMINGHAM,AL,35209,0.20422,,0.22966,,0.00000,,0.00000,,0.00000,,0.9802564842,
7099,,015425,WESTSIDE TERRACE HEALTH & REHABILITATION CENTER,501 NORTH WOODBURN DRIVE,DOTHAN,AL,36303,0.17200,,0.21226,,0.00000,,0.00000,,0.00000,,0.9802564842,
3135,,015426,CROWNE HEALTH CARE OF SPRINGHILL,3712 DAUPHIN ST,MOBILE,AL,36608,0.23519,,0.20133,,22.36549,,47.65122,,47.65122,,0.9969210913,
7099,,015429,KENSINGTON HEALTH AND REHABILITATION,550 CONGRESS STREET,MOBILE,AL,36603,0.23345,,0.24719,,0.00000,,0.00000,,0.00000,,0.9802564842,
7099,,015431,"VALLEY VIEW HEALTH AND REHABILITATION, LLC",5968 WALL TRIANA HIGHWAY,MADISON,AL,35757,0.20154,,0.24112,,0.00000,,0.00000,,0.00000,,0.9802564842,
5418,,015433,ST MARTIN'S IN THE PINES,4941 MONTEVALLO ROAD,IRONDALE,AL,35210,0.23820,,0.21956,,0.00000,,22.68865,,22.68865,,0.9823438176,
7099,,015434,LYNWOOD NURSING HOME,4164 HALLS MILL ROAD,MOBILE,AL,36693,0.20092,,0.22138,,0.00000,,0.00000,,0.00000,,0.9802564842,
4671,,015435,SPRINGHILL SENIOR RESIDENCE,3717 DAUPHIN STREET,MOBILE,AL,36608,0.23388,,0.21152,,0.00000,,30.49206,,30.49206,,0.9847698328,
650,,015436,HILLVIEW TERRACE,100 PERRY HILL RD,MONTGOMERY,AL,36109,0.21129,,0.17406,,87.41452,,87.13066,,87.41452,,1.0174341905,
7099,,015437,"FOLSOM CENTER FOR REHABILITATION AND HEALTHCARE, T",401 ARNOLD STREET N.E.,CULLMAN,AL,35055,0.19442,,0.24731,,0.00000,,0.00000,,0.00000,,0.9802564842,
4522,,015440,"HUNTSVILLE HEALTH & REHABILITATION, LLC",4010 CHRIS DRIVE,HUNTSVILLE,AL,35802,0.18724,,0.19715,,32.33634,,0.00000,,32.33634,,0.9855948296,
4371,,015443,ROBERTSDALE REHABILITATION & HEALTHCARE CTR,18700 U S HIGHWAY 90,ROBERTSDALE,AL,36567,0.24130,,0.21387,,0.00000,,33.95200,,33.95200,,0.9864117440,
2030,,015445,CHERRY HILL REHABILITATION & HEALTHCARE CENTER,1250 JEFF GERMANY PARKWAY,BIRMINGHAM,AL,35214,0.24353,,0.19575,,35.67585,,60.76738,,60.76738,,1.0085835517,
5210,,015446,GREENBRIAR AT THE ALTAMONT SKILLED NURSING FACILIT,2831 HIGHLAND AVENUE SOUTH,BIRMINGHAM,AL,35205,0.20451,,0.20026,,24.91784,,7.63753,,24.91784,,0.9828850495,
7099,,015447,ARABELLA HEALTH AND WELLNESS OF FAIRHOPE,22670 MAIN STREET,FAIRHOPE,AL,36532,0.18535,,0.29261,,0.00000,,0.00000,,0.00000,,0.9802564842,
7099,,015448,SOUTH HAMPTON NURSING & REHABILITATION CENTER,213 WILSON MANN ROAD,OWENS CROSS ROADS,AL,35763,0.21152,,0.23214,,0.00000,,0.00000,,0.00000,,0.9802564842,
906,,015450,WILLOWBROOKE CT SKILLED CARE CTR AT MAGNOLIA TRACE,ONE CROWN CIRCLE,HUNTSVILLE,AL,35802,0.19594,,0.17710,,80.16300,,70.17957,,80.16300,,1.0165326682,
3851,,015451,FLORALA HEALTH AND REHABILITATION LLC,23621 GOLDENROD AVENUE,FLORALA,AL,36442,0.18993,,0.19407,,39.68328,,0.00000,,39.68328,,0.9900695191,
4195,,015453,"COLUMBIANA HEALTH AND REHABILITATION, LLC",22969 HIGHWAY 25,COLUMBIANA,AL,35051,0.17550,,0.19574,,35.69971,,0.00000,,35.69971,,0.9873997760,
7099,,015454,FAIRVIEW AT REDSTONE VILLAGE,12000 TURNMEYER DRIVE,HUNTSVILLE,AL,35803,0.19128,,0.21376,,0.00000,,0.00000,,0.00000,,0.9802564842,
2966,,015455,ELITE NURSING AND REHABILITATION CARE CENTER,300 ROYAL TOWER DRIVE,BIRMINGHAM,AL,35209,0.19612,,0.18988,,49.67798,,19.72266,,49.67798,,0.9988525675,
7099,,015456,"GULF COAST HEALTH AND REHABILITATION, LLC",8002 GRELOT ROAD,MOBILE,AL,36695,0.22687,,0.25341,,0.00000,,0.00000,,0.00000,,0.9802564842,
2130,,015457,KIRKWOOD BY THE RIVER,3605 RATLIFF ROAD,BIRMINGHAM,AL,35210,0.17963,,0.18571,,59.62497,,0.00000,,59.62497,,1.0077307031,
5681,,015458,AHC MILLENIUM,5275 MILLENNIUM DRIVE,HUNTSVILLE,AL,35806,0.18822,,0.20231,,20.02783,,0.00000,,20.02783,,0.9818222839,
3013,,015459,GALLERIA WOODS SKILLED NURSING FACILITY,3850 GALLERIA WOODS DRIVE,BIRMINGHAM,AL,35244,0.19426,,0.19007,,49.22475,,12.92130,,49.22475,,0.9984187037,
7099,,015460,CHARLTON PLACE REHAB AND HEALTHCARE CENTER,65 CHARLTON PLACE,DEATSVILLE,AL,36022,0.16810,,0.21438,,0.00000,,0.00000,,0.00000,,0.9802564842,
7099,,015463,KNOLLWOOD HEALTHCARE,3151-A KNOLLWOOD DRIVE,MOBILE,AL,36693,0.18862,,0.24325,,0.00000,,0.00000,,0.00000,,0.9802564842,
7099,,015464,"ASPIRE PHYSICAL RECOVERY CENTER AT HOOVER, LLC",575 SOUTHLAND DRIVE,HOOVER,AL,35226,0.18121,,0.25615,,0.00000,,0.00000,,0.00000,,0.9802564842,
1447,,015465,ASPIRE PHYSICAL RECOVERY CENTER OF WEST ALABAMA,2400 HOSPITAL DRIVE,NORTHPORT,AL,35476,0.22367,,0.18455,,62.39200,,69.10494,,69.10494,,1.0133814246,
2910,,015467,TRUSSVILLE HEALTH & REHABILITATION CENTER,119 WATTERSON PARKWAY,TRUSSVILLE,AL,35173,0.19713,,0.18959,,50.36973,,23.72381,,50.36973,,0.9995152405,
7099,,015468,ASPIRE PHYSICAL RECOVERY CENTER AT CAHABA RIVER,3070 HEALTHY WAY,VESTAVIA,AL,35243,0.20850,,0.22899,,0.00000,,0.00000,,0.00000,,0.9802564842,
4976,,020006,MAT - SU REGIONAL MEDICAL CENTER,2500 SOUTH WOODWORTH LOOP,PALMER,AK,99645,0.16980,,0.19919,,27.47018,,0.00000,,27.47018,,0.9836441488,
5047,,020024,CENTRAL PENINSULA GENERAL HOSPITAL,250 HOSPITAL PLACE,SOLDOTNA,AK,99669,0.18855,,0.19955,,26.61145,,0.00000,,26.61145,,0.9833706493,
5136,,025018,PROVIDENCE TRANSITIONAL CARE CENTER,910 COMPASSION CIRCLE,ANCHORAGE,AK,99504,0.13920,,0.19992,,25.72886,,0.00000,,25.72886,,0.9831090108,
1,,025020,DENALI CENTER,1510 19TH AVENUE,FAIRBANKS,AK,99701,0.17086,,0.16378,,100.00000,,90.00000,,100.00000,,1.0180656313,
1957,,025021,HERITAGE PLACE,232 ROCKWELL AVENUE,SOLDOTNA,AK,99669,0.20188,,0.18477,,61.86721,,50.19355,,61.86721,,1.0093606492,
1000,,025025,PRESTIGE CARE & REHAB CENTER OF ANCHORAGE,9100 CENTENNIAL DRIVE,ANCHORAGE,AK,99504,0.17881,,0.17791,,78.23085,,6.34931,,78.23085,,1.0161726520,
3407,,025038,MAPLE SPRINGS OF WASILLA,3265 E MERIDIAN LOOP,WASILLA,AK,99654,---,"This facility had fewer than 25 eligible stays during the baseline period. Therefore, this facility did not have sufficient data to calculate a baseline period risk-standardized readmission rate or improvement score.",0.19197,,44.69255,,---,"This facility had fewer than 25 eligible stays during the baseline period. Therefore, this facility did not have sufficient data to calculate a baseline period risk-standardized readmission rate or improvement score.",44.69255,,0.9941923349,
6577,,035003,THE TERRACES OF PHOENIX,7550 NORTH 16TH STREET,PHOENIX,AZ,85020,0.17129,,0.20640,,10.27167,,0.00000,,10.27167,,0.9807079008,
2067,,035014,DESERT TERRACE HEALTHCARE CENTER,2509 NORTH 24TH STREET,PHOENIX,AZ,85008,0.19630,,0.18543,,60.29287,,37.76161,,60.29287,,1.0082348782,
2878,,035016,HANDMAKER HOME FOR THE AGING,2221 NORTH ROSEMONT BOULEVARD,TUCSON,AZ,85712,0.22670,,0.19558,,36.08137,,50.75063,,50.75063,,0.9998798607,
3912,,035059,HAVEN OF SCOTTSDALE,3293 NORTH DRINKWATER BOULEVARD,SCOTTSDALE,AZ,85251,0.22838,,0.20314,,18.04797,,38.89565,,38.89565,,0.9894958309,
7099,,035068,PUEBLO SPRINGS REHABILITATION CENTER,5545 EAST LEE STREET,TUCSON,AZ,85712,0.19740,,0.23851,,0.00000,,0.00000,,0.00000,,0.9802564842,
7099,,035070,CASAS ADOBES POST ACUTE REHAB CENTER,1919 WEST MEDICAL STREET,TUCSON,AZ,85704,0.19864,,0.24290,,0.00000,,0.00000,,0.00000,,0.9802564842,
7099,,035071,MISSION PALMS POST ACUTE,6461 EAST BAYWOOD AVENUE,MESA,AZ,85206,0.16212,,0.21249,,0.00000,,0.00000,,0.00000,,0.9802564842,
6716,,035072,PHOENIX MOUNTAIN POST ACUTE,13232 NORTH TATUM BLVD,PHOENIX,AZ,85032,0.20768,,0.20720,,8.36337,,0.00000,,8.36337,,0.9805868028,
5399,,035073,"HAVEN HEALTH GREEN VALLEY, LLC",150 NORTH LA CANADA DRIVE,GREEN VALLEY,AZ,85614,0.18749,,0.20113,,22.84257,,0.00000,,22.84257,,0.9823779156,
1,,035074,FRIENDSHIP VILLAGE OF TEMPE,2525 EAST SOUTHERN AVENUE,TEMPE,AZ,85282,0.17281,,0.16650,,100.00000,,90.00000,,100.00000,,1.0180656313,
7099,,035076,OSBORN HEALTH AND REHABILITATION,3333 NORTH CIVIC CENTER PLAZA,SCOTTSDALE,AZ,85251,0.21518,,0.26653,,0.00000,,0.00000,,0.00000,,0.9802564842,
7099,,035083,HERITAGE COURT POST ACUTE OF SCOTTSDALE,3339 NORTH DRINKWATER BOULEVARD,SCOTTSDALE,AZ,85251,0.18900,,0.23462,,0.00000,,0.00000,,0.00000,,0.9802564842,
6293,,035084,PLAZA HEALTHCARE,1475 NORTH GRANITE REEF ROAD,SCOTTSDALE,AZ,85257,0.18222,,0.20512,,13.32494,,0.00000,,13.32494,,0.9809543754,
1583,,035085,HAVEN OF SAGUARO VALLEY,6651 EAST CARONDELET DRIVE,TUCSON,AZ,85710,0.19936,,0.18263,,66.97191,,53.74298,,66.97191,,1.0123886047,
7099,,035086,"HAVEN OF SIERRA VISTA, LLC",660 SOUTH CORONADO DRIVE,SIERRA VISTA,AZ,85635,0.20577,,0.21220,,0.00000,,0.00000,,0.00000,,0.9802564842,
7099,,035088,CAMELBACK POST ACUTE CARE AND REHABILITATION,4635 NORTH 14TH STREET,PHOENIX,AZ,85014,0.18784,,0.23441,,0.00000,,0.00000,,0.00000,,0.9802564842,
7099,,035091,HAVEN OF FLAGSTAFF,800 WEST UNIVERSITY AVENUE,FLAGSTAFF,AZ,86001,0.17772,,0.23257,,0.00000,,0.00000,,0.00000,,0.9802564842,
7099,,035092,BELLA VITA HEALTH AND REHABILITATION CENTER,5125 NORTH 58TH AVENUE,GLENDALE,AZ,85301,0.20324,,0.21909,,0.00000,,0.00000,,0.00000,,0.9802564842,
5358,,035093,HAVEN OF COTTONWOOD,197 SOUTH WILLARD STREET,COTTONWOOD,AZ,86326,0.16069,,0.20094,,23.29579,,0.00000,,23.29579,,0.9824810292,
5791,,035094,HAVEN OF SEDONA,505 JACKS CANYON ROAD,SEDONA,AZ,86351,0.20405,,0.20282,,18.81129,,0.00000,,18.81129,,0.9816223869,
7099,,035096,"HAVEN OF SANDPOINTE, LLC",2222 SOUTH AVENUE A,YUMA,AZ,85364,0.20349,,0.21171,,0.00000,,0.00000,,0.00000,,0.9802564842,
2694,,035097,THE LEGACY REHAB & CARE CENTER,2812 SILVER CREEK ROAD,BULLHEAD CITY,AZ,86442,0.20480,,0.18855,,52.85052,,42.90684,,52.85052,,1.0018736609,
5062,,035100,HAVASU NURSING CENTER,3576 KEARSAGE DRIVE,LAKE HAVASU CITY,AZ,86406,0.24055,,0.21863,,0.00000,,26.46261,,26.46261,,0.9833251728,
1833,,035101,CHANDLER POST ACUTE AND REHABILITATION,2121 WEST ELGIN STREET,CHANDLER,AZ,85224,0.18310,,0.18415,,63.34614,,0.00000,,63.34614,,1.0103358971,
7099,,035103,CITADEL POST ACUTE,5121 EAST BROADWAY ROAD,MESA,AZ,85206,0.17806,,0.21174,,0.00000,,0.00000,,0.00000,,0.9802564842,
7099,,035105,SHEA POST ACUTE REHABILITATION CENTER,11150 NORTH 92ND STREET,SCOTTSDALE,AZ,85260,0.21752,,0.22729,,0.00000,,0.00000,,0.00000,,0.9802564842,
3160,,035106,TEMPE POST ACUTE,6100 SOUTH RURAL ROAD,TEMPE,AZ,85283,0.19545,,0.19087,,47.31646,,13.64062,,47.31646,,0.9966054021,
7099,,035107,HAVEN OF PHOENIX,4202 NORTH 20TH AVENUE,PHOENIX,AZ,85015,0.16464,,0.21081,,0.00000,,0.00000,,0.00000,,0.9802564842,
7099,,035110,SUN WEST CHOICE HEALTHCARE & REHAB,14002 WEST MEEKER BLVD,SUN CITY WEST,AZ,85375,0.21550,,0.21358,,0.00000,,0.00000,,0.00000,,0.9802564842,
7099,,035111,LAKE PLEASANT POST ACUTE REHABILITATION CENTER,20625 NORTH LAKE PLEASANT ROAD,PEORIA,AZ,85382,0.23312,,0.24005,,0.00000,,0.00000,,0.00000,,0.9802564842,
1,,035112,APACHE JUNCTION HEALTH CENTER,2012 WEST SOUTHERN AVE,APACHE JUNCTION,AZ,85120,0.19306,,0.16295,,100.00000,,90.00000,,100.00000,,1.0180656313,
6285,,035114,MOUNTAIN VIEW MANOR,1045 SANDRETTO DRIVE,PRESCOTT,AZ,86305,---,"This facility had fewer than 25 eligible stays during the baseline period. Therefore, this facility did not have sufficient data to calculate a baseline period risk-standardized readmission rate or improvement score.",0.20507,,13.44421,,---,"This facility had fewer than 25 eligible stays during the baseline period. Therefore, this facility did not have sufficient data to calculate a baseline period risk-standardized readmission rate or improvement score.",13.44421,,0.9809655377,
5644,,035116,THE REHABILITATION CENTER AT THE PALAZZO,6246 NORTH 19TH AVENUE,PHOENIX,AZ,85015,0.21298,,0.20230,,20.05168,,20.36817,,20.36817,,0.9818822726,
5907,,035117,PAYSON CARE CENTER,107 EAST LONE PINE DRIVE,PAYSON,AZ,85541,0.19711,,0.20334,,17.57090,,0.00000,,17.57090,,0.9814402405,
5419,,035118,HAVEN OF CAMP VERDE,86 WEST SALT MINE ROAD,CAMP VERDE,AZ,86322,0.19637,,0.20120,,22.67559,,0.00000,,22.67559,,0.9823409451,
4580,,035120,MI CASA NURSING CENTER,330 SOUTH PINNULE CIRCLE,MESA,AZ,85206,0.18896,,0.19747,,31.57302,,0.00000,,31.57302,,0.9852398788,
3776,,035121,BOSWELL TRANSITIONAL CARE OF CASCADIA,10601 WEST SANTA FE DRIVE,SUN CITY,AZ,85351,0.20526,,0.19371,,40.54201,,28.59511,,40.54201,,0.9907198623,
3312,,035125,RIDGECREST POST ACUTE,16640 NORTH 38TH STREET,PHOENIX,AZ,85032,0.17592,,0.19155,,45.69441,,0.00000,,45.69441,,0.9950986376,
7099,,035126,LIFE CARE CENTER OF NORTH GLENDALE,13620 NORTH 55TH AVENUE,GLENDALE,AZ,85304,0.18225,,0.20913,,0.00000,,0.00000,,0.00000,,0.9802564842,
7099,,035127,"HAVEN HEALTH PRESCOTT, LLC",864 DOUGHERTY STREET,PRESCOTT,AZ,86305,0.18669,,0.24288,,0.00000,,0.00000,,0.00000,,0.9802564842,
7099,,035130,ARCHSTONE CARE CENTER,1980 WEST PECOS ROAD,CHANDLER,AZ,85224,0.20564,,0.22243,,0.00000,,0.00000,,0.00000,,0.9802564842,
7099,,035131,GRANITE CREEK HEALTH & REHABILITATION CENTER,1045 SCOTT DRIVE,PRESCOTT,AZ,86301,0.19909,,0.25761,,0.00000,,0.00000,,0.00000,,0.9802564842,
1601,,035132,CORONADO HEALTHCARE CENTER,11411 NORTH 19TH AVE,PHOENIX,AZ,85029,0.19121,,0.18278,,66.61410,,36.46581,,66.61410,,1.0122069479,
1728,,035133,LIFE CARE CENTER OF YUMA,2450 SOUTH 19TH AVENUE,YUMA,AZ,85364,0.24597,,0.19355,,40.92367,,64.80956,,64.80956,,1.0112216776,
4430,,035134,RIM COUNTRY HEALTH & RETIREMENT COMMUNITY,807 WEST LONGHORN ROAD,PAYSON,AZ,85541,0.19575,,0.19673,,33.33819,,0.00000,,33.33819,,0.9860906889,
6181,,035135,MONTECITO POST ACUTE CARE AND REHABILITATION,51 SOUTH 48TH STREET,MESA,AZ,85206,0.22289,,0.21270,,0.00000,,14.59239,,14.59239,,0.9810797039,
7099,,035136,LIFE CARE CENTER OF SIERRA VISTA,2305 EAST WILCOX DRIVE,SIERRA VISTA,AZ,85635,0.20911,,0.20952,,0.00000,,0.00000,,0.00000,,0.9802564842,
7099,,035139,HAVEN OF SHOW LOW,2401 EAST HUNT STREET,SHOW LOW,AZ,85901,0.18757,,0.22504,,0.00000,,0.00000,,0.00000,,0.9802564842,
5513,,035140,LIFE CARE CENTER OF TUCSON,6211 NORTH LA CHOLLA BOULEVARD,TUCSON,AZ,85741,0.19407,,0.20153,,21.88842,,0.00000,,21.88842,,0.9821737904,
7099,,035141,HERITAGE HEALTH CARE CENTER,1300 SOUTH STREET,GLOBE,AZ,85501,0.17693,,0.22525,,0.00000,,0.00000,,0.00000,,0.9802564842,
5992,,035143,LIFE CARE CENTER OF SCOTTSDALE,9494 EAST BECKER LANE,SCOTTSDALE,AZ,85260,0.22463,,0.21304,,0.00000,,16.56279,,16.56279,,0.9813068371,
2065,,035144,PEORIA POST ACUTE AND REHABILITATION,13215 NORTH 94TH DRIVE,PEORIA,AZ,85381,0.21788,,0.18718,,56.11847,,60.31915,,60.31915,,1.0082543964,
3065,,035145,DEVON GABLES REHABILITATION CENTER,6150 EAST GRANT ROAD,TUCSON,AZ,85712,0.20437,,0.19033,,48.60456,,36.92296,,48.60456,,0.9978263164,
3020,,035146,LIFE CARE CENTER OF PARADISE VALLEY,4065 EAST BELL ROAD,PHOENIX,AZ,85032,0.19353,,0.19010,,49.15319,,10.14349,,49.15319,,0.9983502570,
1006,,035151,SABINO CANYON REHABILITATION & CARE CENTER,5830 EAST PIMA STREET,TUCSON,AZ,85712,0.18676,,0.17804,,77.92075,,49.91184,,77.92075,,1.0161088632,
4984,,035158,GOOD SAMARITAN SOCIETY - PRESCOTT VILLAGE,1030 SCOTT DRIVE,PRESCOTT,AZ,86301,0.19018,,0.19922,,27.39862,,0.00000,,27.39862,,0.9836206190,
4379,,035159,HORIZON POST ACUTE AND REHABILITATION CENTER,4704 WEST DIANA AVENUE,GLENDALE,AZ,85302,0.23550,,0.21041,,0.00000,,33.82699,,33.82699,,0.9863452767,
6640,,035164,DESERT BLOSSOM HEALTH & REHAB CENTER,60 SOUTH 58TH STREET,MESA,AZ,85206,0.16748,,0.20673,,9.48450,,0.00000,,9.48450,,0.9806552299,
4251,,035165,HAVEN OF TUCSON,3705 NORTH SWAN ROAD,TUCSON,AZ,85718,0.16025,,0.19597,,35.15107,,0.00000,,35.15107,,0.9870776942,
5425,,035166,ESTRELLA HEALTH AND REHABILITATION CENTER,350 EAST LA CANADA,AVONDALE,AZ,85323,0.18371,,0.20121,,22.65174,,0.00000,,22.65174,,0.9823357077,
1,,035169,DESERT HIGHLANDS CARE CENTER,1081 KATHLEEN AVE,KINGMAN,AZ,86401,0.16524,,0.16853,,100.00000,,0.00000,,100.00000,,1.0180656313,
4121,,035171,ALTA MESA HEALTH AND REHABILITATION,5848 EAST UNIVERSITY DRIVE,MESA,AZ,85205,0.19069,,0.19533,,36.67771,,0.00000,,36.67771,,0.9880013091,
475,,035172,HAVEN OF SAFFORD,1933 PEPPERTREE DRIVE,SAFFORD,AZ,85546,0.15937,,0.17122,,94.18897,,0.00000,,94.18897,,1.0178659255,
4434,,035174,PARK AVENUE HEALTH AND REHABILITATION CENTER,2001 NORTH PARK AVENUE,TUCSON,AZ,85719,0.20354,,0.19675,,33.29049,,15.78996,,33.29049,,0.9860662897,
7099,,035176,BEATITUDES CAMPUS,1712 WEST GLENDALE AVENUE,PHOENIX,AZ,85021,0.20175,,0.21812,,0.00000,,0.00000,,0.00000,,0.9802564842,
6238,,035183,RIO VISTA POST ACUTE AND REHABILITATION,10323 WEST OLIVE AVENUE,PEORIA,AZ,85345,---,"This facility had fewer than 25 eligible stays during the baseline period. Therefore, this facility did not have sufficient data to calculate a baseline period risk-standardized readmission rate or improvement score.",0.20487,,13.92128,,---,"This facility had fewer than 25 eligible stays during the baseline period. Therefore, this facility did not have sufficient data to calculate a baseline period risk-standardized readmission rate or improvement score.",13.92128,,0.9810114722,
1993,,035189,LA CANADA CARE CENTER,7970 NORTH LA CANADA DRIVE,TUCSON,AZ,85704,0.21466,,0.18557,,59.95892,,61.44587,,61.44587,,1.0090681196,
1283,,035190,CATALINA POST ACUTE AND REHABILITATION,2611 NORTH WARREN AVENUE,TUCSON,AZ,85719,0.20272,,0.18035,,72.41055,,65.25754,,72.41055,,1.0146384462,
7099,,035196,SANDRIDGE POST ACUTE,255 WEST BROWN ROAD,MESA,AZ,85201,0.17234,,0.21235,,0.00000,,0.00000,,0.00000,,0.9802564842,
2026,,035197,HAVEN OF YUMA,2470 SOUTH ARIZONA AVENUE,YUMA,AZ,85364,0.25588,,0.19991,,25.75272,,60.84706,,60.84706,,1.0086413166,
7099,,035216,CARING HOUSE,510 SOUTH OCOTILLO ROAD,SACATON,AZ,85147,0.21060,,0.20936,,0.00000,,0.00000,,0.00000,,0.9802564842,
2814,,035231,SIERRA WINDS,17300 NORTH 88TH AVE,PEORIA,AZ,85382,0.20757,,0.18913,,51.46700,,45.25893,,51.46700,,1.0005640085,
7099,,035232,MOUNTAIN VIEW CARE CENTER,1313 WEST MAGEE ROAD,TUCSON,AZ,85704,0.22024,,0.23115,,0.00000,,0.00000,,0.00000,,0.9802564842,
6633,,035233,HAVEN OF GLOBE,1100 MONROE STREET,GLOBE,AZ,85501,0.18327,,0.20668,,9.60376,,0.00000,,9.60376,,0.9806629555,
6223,,035240,HAVEN OF LAKE HAVASU,2781 OSBORNE DRIVE,LAKE HAVASU CITY,AZ,86406,0.22160,,0.21191,,0.00000,,14.10489,,14.10489,,0.9810297115,
746,,035241,SOUTH MOUNTAIN POST ACUTE,8008 S. JESSE OWENS PARKWAY,PHOENIX,AZ,85042,0.19645,,0.17539,,84.24198,,77.36214,,84.24198,,1.0171131406,
4087,,035244,GOOD SAMARITAN SOCIETY - PRESCOTT VALLEY,3380 NORTH WINDSONG DRIVE,PRESCOTT VALLEY,AZ,86314,0.22045,,0.19965,,26.37291,,36.96086,,36.96086,,0.9881820434,
7099,,035245,SUNVIEW RESPIRATORY AND REHABILITATION,12207 NORTH 113TH AVENUE,YOUNGTOWN,AZ,85363,0.18124,,0.21293,,0.00000,,0.00000,,0.00000,,0.9802564842,
7099,,035249,THE GARDENS REHAB & CARE CENTER,3131 WESTERN AVENUE,KINGMAN,AZ,86401,0.19929,,0.22518,,0.00000,,0.00000,,0.00000,,0.9802564842,
7099,,035251,RIVER PARK POST ACUTE,2555 NORTH PRICE ROAD,CHANDLER,AZ,85224,0.20932,,0.22900,,0.00000,,0.00000,,0.00000,,0.9802564842,
6501,,035253,BROOKDALE SANTA CATALINA,7500 NORTH CALLE SIN ENVIDIA,TUCSON,AZ,85718,0.21692,,0.20946,,0.00000,,11.20330,,11.20330,,0.9807756221,
6337,,035255,PALM VALLEY POST ACUTE,13575 WEST MCDOWELL ROAD,GOODYEAR,AZ,85395,0.20378,,0.20527,,12.96713,,0.00000,,12.96713,,0.9809216377,
5812,,035256,FREEDOM PLAZA CARE CENTER,13714 NORTH PLAZA DEL RIO BLVD,PEORIA,AZ,85381,0.17016,,0.20291,,18.59661,,0.00000,,18.59661,,0.9815893573,
5217,,035257,THE PEAKS HEALTH & REHABILITATION,3150 NORTH WINDING BROOK ROAD,FLAGSTAFF,AZ,86001,0.17544,,0.20030,,24.82242,,0.00000,,24.82242,,0.9828596972,
4118,,035260,FOUNTAIN HILLS POST ACUTE,16300 EAST KEITH MCMAHAN DRIVE,FOUNTAIN HILLS,AZ,85268,0.19738,,0.19532,,36.70156,,2.77358,,36.70156,,0.9880164207,
1997,,035264,SUN HEALTH LA LOMA CARE CENTER,14260 SOUTH DENNY BOULEVARD,LITCHFIELD PARK,AZ,85340,0.18116,,0.18497,,61.39014,,0.00000,,61.39014,,1.0090289478,
7063,,035265,SUN HEALTH GRANDVIEW CARE CENTER,14505 WEST GRANITE VALLEY DRIVE,SUN CITY WEST,AZ,85375,0.21128,,0.20883,,0.00000,,1.06436,,1.06436,,0.9802850747,
1,,035266,ADVANCED HEALTHCARE OF MESA,5755 EAST MAIN STREET,MESA,AZ,85205,0.18759,,0.14642,,100.00000,,90.00000,,100.00000,,1.0180656313,
2415,,035268,ADVANCE HEALTH CARE OF SCOTTSDALE,9846 NORTH 95TH STREET,SCOTTSDALE,AZ,85258,0.18137,,0.18730,,55.83223,,0.00000,,55.83223,,1.0045954655,
7099,,035270,SILVERWOOD POST ACUTE,15810 SOUTH 42ND STREET,PHOENIX,AZ,85048,0.19011,,0.23145,,0.00000,,0.00000,,0.00000,,0.9802564842,
2495,,035272,"VI AT GRAYHAWK, A VI AND PLAZA COMPANIES COMMUNITY",7501 EAST THOMPSON PEAK PARKWAY,SCOTTSDALE,AZ,85255,0.17637,,0.18768,,54.92579,,0.00000,,54.92579,,1.0037870642,
